Customer ID,Account Length (in months),Local Calls,Local Mins,Intl Calls,Intl Mins,Intl Active,Intl Plan,Extra International Charges,Customer Service Calls,Avg Monthly GB Download,Unlimited Data Plan,Extra Data Charges,State,Phone Number,Gender,Age,Under 30,Senior,Group,Number of Customers in Group,Device Protection & Online Backup,Contract Type,Payment Method,Monthly Charge,Total Charges,Churn Category,Churn Reason,Churn
3091-YEPY,29,58,173,116,411.8,Yes,yes,0,0,0,No,0,IL,352-5787,Male,30,No,No,No,0,No,One Year,Credit Card,13,389,,,No
3196-JIPD,25,168,329.1,100,237.5,Yes,no,47.5,0,10,Yes,0,DC,327-9957,Male,21,Yes,No,No,0,Yes,Two Year,Direct Debit,40,1020,,,No
0638-EFFG,13,93,199.2,39,139.1,Yes,no,34.8,0,3,No,52,MS,421-3226,Male,57,No,No,No,0,No,Month-to-Month,Direct Debit,30,393,,,No
2547-XSSS,64,217,578.8,384,672,Yes,yes,0,0,10,Yes,0,VA,391-4358,Female,36,No,No,No,0,Yes,One Year,Direct Debit,58,3751,,,No
0996-ZHCZ,13,87,198.7,26,156,Yes,no,78,0,0,No,0,NV,419-2369,Female,55,No,No,No,0,No,One Year,Credit Card,7,98,,,No
8331-LUEE,24,90,212.8,120,146.4,Yes,no,48.8,0,17,Yes,0,NJ,373-3959,Male,27,Yes,No,No,0,Yes,Month-to-Month,Direct Debit,10,242,,,No
5712-YXJY,6,28,69.1,18,79.2,Yes,yes,0,0,3,No,16,ME,358-1346,Male,36,No,No,No,0,No,Month-to-Month,Credit Card,28,160,,,No
4997-COGG,9,27,111.2,54,110.7,Yes,no,55.4,0,0,No,0,WI,344-5967,Male,29,Yes,No,No,0,No,Month-to-Month,Direct Debit,8,75,,,No
3940-PPVI,13,86,194.2,39,133.9,Yes,no,44.6,0,4,Yes,0,VT,396-6390,Female,38,No,No,No,0,No,One Year,Credit Card,36,471,,,No
5375-VVSE,6,14,47.9,18,54,Yes,no,10.8,0,13,Yes,0,SC,360-1745,Male,80,No,Yes,No,0,No,Two Year,Direct Debit,22,131,,,No
7032-KEVI,44,247,654.7,88,400.4,Yes,no,200.2,0,4,Yes,0,IA,344-6935,Female,36,No,No,No,0,No,Month-to-Month,Direct Debit,55,2403,,,No
1970-DKWU,26,174,386.9,78,239.2,Yes,no,59.8,0,10,Yes,0,MN,399-5291,Female,20,Yes,No,No,0,Yes,Two Year,Direct Debit,61,1568,,,No
9433-QIXA,23,152,372.8,92,177.1,Yes,no,44.3,0,5,Yes,0,WA,329-9517,Female,61,No,No,No,0,Yes,Month-to-Month,Credit Card,45,1057,,,No
3902-FSYZ,58,257,754.9,174,319,Yes,no,79.8,0,8,Yes,0,ID,413-3177,Male,33,No,No,No,0,Yes,Two Year,Direct Debit,33,1937,,,No
9849-NEPX,15,114,226.2,60,166.5,Yes,no,33.3,0,12,Yes,0,NC,347-5113,Female,33,No,No,No,0,No,Month-to-Month,Direct Debit,29,431,,,No
7743-DIXO,4,10,25.2,28,57.6,Yes,no,14.4,0,27,Yes,0,VA,330-2662,Male,29,Yes,No,No,0,No,Month-to-Month,Direct Debit,41,174,,,No
4443-KRIA,27,98,244.5,81,294.3,Yes,yes,0,0,5,No,67,MT,330-5824,Female,49,No,No,No,0,No,Month-to-Month,Direct Debit,36,980,,,No
3126-JQSI,55,248,441.8,110,891,Yes,no,222.8,0,2,Yes,0,HI,329-8788,Female,40,No,No,No,0,No,Month-to-Month,Direct Debit,43,2370,,,No
2575-TTIN,40,236,594.8,320,424,Yes,no,84.8,0,0,No,0,NY,389-6081,Female,47,No,No,No,0,No,Two Year,Direct Debit,8,318,,,No
4959-FFQS,58,387,931.2,290,661.2,Yes,yes,0,0,7,Yes,0,KS,334-9163,Female,48,No,No,No,0,No,Two Year,Direct Debit,28,1622,,,No
7112-PVAD,57,160,511.2,456,775.2,Yes,no,155,2,1,No,39,MA,411-4293,Male,41,No,No,No,0,Yes,Two Year,Direct Debit,52,2936,,,No
3830-UJFO,36,135,287,108,126,Yes,no,42,0,15,Yes,0,CO,364-6445,Male,72,No,Yes,No,0,Yes,Two Year,Direct Debit,24,857,,,No
5368-PWYB,68,258,675.1,272,836.4,Yes,no,167.3,0,0,No,0,ME,380-9674,Male,22,Yes,No,No,0,No,Two Year,Credit Card,11,771,,,No
7866-LRVG,75,120,298.1,450,1372.5,Yes,no,343.1,0,1,Yes,0,ID,358-3692,Female,37,No,No,No,0,Yes,Two Year,Direct Debit,41,3037,,,No
8526-LKSE,42,229,466.4,378,478.8,Yes,no,95.8,2,0,No,0,WI,400-5831,Female,39,No,No,No,0,No,Two Year,Credit Card,11,470,,,No
7338-QSBA,4,20,52,12,41.2,Yes,no,10.3,2,4,Yes,0,WY,391-2159,Female,68,No,Yes,No,0,No,Month-to-Month,Direct Debit,19,75,,,No
5395-ZGMZ,54,155,324.8,108,712.8,Yes,no,356.4,1,0,No,0,IL,398-5954,Male,33,No,No,No,0,No,One Year,Direct Debit,9,489,,,No
9408-MUBW,39,121,309,156,647.4,Yes,no,215.8,1,0,No,0,MI,405-4303,Male,42,No,No,No,0,No,Two Year,Direct Debit,12,477,,,No
5924-ZEGJ,64,111,450.1,320,838.4,Yes,no,209.6,2,0,No,0,OR,406-4100,Male,55,No,No,No,0,No,Two Year,Credit Card,13,807,,,No
6473-YBGF,14,45,100.6,126,200.2,Yes,no,50.1,2,0,No,0,VA,352-4401,Male,51,No,No,No,0,No,Month-to-Month,Direct Debit,9,130,,,No
1027-HKZF,14,61,148.8,154,142.8,Yes,no,47.6,2,1,Yes,0,SD,347-1473,Female,33,No,No,No,0,No,One Year,Direct Debit,21,278,,,No
8504-FZKV,1,4,13,4,10.3,Yes,no,5.2,0,3,Yes,0,AL,347-2016,Male,48,No,No,No,0,No,Month-to-Month,Credit Card,33,33,,,No
9723-WTDK,1,4,9,6,6.3,Yes,yes,0,1,0,No,0,MS,388-8948,Male,36,No,No,No,0,No,Two Year,Credit Card,9,9,,,No
8171-JQFF,59,146,355.5,354,619.5,Yes,no,123.9,2,7,Yes,0,HI,367-2598,Male,26,Yes,No,No,0,Yes,Two Year,Direct Debit,22,1306,,,No
7788-TXTG,41,97,247.8,205,307.5,Yes,no,153.8,0,11,Yes,0,WV,332-3693,Male,32,No,No,No,0,No,One Year,Credit Card,31,1284,,,No
6261-JLQO,66,215,394.2,594,765.6,Yes,no,382.8,0,6,Yes,0,WV,403-9766,Female,27,Yes,No,No,0,Yes,Two Year,Direct Debit,24,1570,,,No
0590-OTJH,65,136,326.9,975,676,Yes,no,135.2,0,1,Yes,0,NM,395-9214,Female,77,No,Yes,No,0,No,One Year,Credit Card,27,1761,,,No
5689-TDPU,50,307,747.8,250,515,Yes,no,257.5,2,7,Yes,0,DE,351-8894,Male,54,No,No,No,0,No,Month-to-Month,Direct Debit,41,2061,,,No
2709-DFHQ,41,220,607.7,123,430.5,Yes,no,107.6,1,0,No,0,NM,398-1332,Female,25,Yes,No,No,0,No,Two Year,Paper Check,13,524,,,No
0579-LSWO,3,16,35,24,42,Yes,no,21,2,35,Yes,0,AZ,391-6260,Male,28,Yes,No,No,0,No,Month-to-Month,Direct Debit,16,51,,,No
6016-RZTJ,4,10,25.2,8,37.6,Yes,no,18.8,0,15,No,7,RI,336-1353,Female,21,Yes,No,No,0,Yes,Month-to-Month,Paper Check,17,70,,,No
3062-MDGL,11,61,148.6,44,49.5,Yes,yes,0,2,1,Yes,0,AL,380-3910,Female,58,No,No,No,0,Yes,Month-to-Month,Direct Debit,57,609,,,No
5973-RUUT,2,11,27.3,8,20.2,Yes,no,5.1,0,5,Yes,0,WV,354-7820,Female,57,No,No,No,0,No,Month-to-Month,Paper Check,39,71,,,No
7919-IAZI,25,93,254.2,100,305,Yes,yes,0,2,2,Yes,0,ID,338-9952,Female,54,No,No,No,0,No,Month-to-Month,Direct Debit,52,1329,,,No
2401-PVUL,12,36,85.1,48,92.4,Yes,no,23.1,1,0,No,0,IN,329-8669,Female,28,Yes,No,No,0,No,Month-to-Month,Paper Check,13,164,,,No
2432-SMPP,61,303,607.9,305,610,Yes,no,305,2,2,No,88,WY,328-8808,Male,67,No,Yes,No,0,No,Two Year,Direct Debit,55,3367,,,No
2574-GKGW,65,483,977.1,260,299,Yes,no,59.8,0,3,Yes,0,MN,421-5994,Male,41,No,No,No,0,Yes,Two Year,Direct Debit,41,2675,,,No
2574-XGEW,60,230,782.1,180,522,Yes,no,130.5,2,24,Yes,0,MA,354-4448,Female,26,Yes,No,No,0,Yes,One Year,Direct Debit,29,1728,,,No
9449-RDIW,1,5,13,4,10,Yes,no,5,1,0,Yes,0,IA,420-6052,Male,41,No,No,No,0,No,Month-to-Month,Direct Debit,19,19,,,No
6949-IFYG,12,26,61.5,36,88.8,Yes,no,17.8,2,0,No,0,AL,388-8583,Female,27,Yes,No,No,0,No,Month-to-Month,Credit Card,13,165,,,No
2694-CUIF,71,918,1139.5,0,0,No,no,0,0,2,Yes,0,WV,415-3158,Male,74,No,Yes,No,0,Yes,Two Year,Credit Card,50,3546,,,No
2115-POJL,67,169,539.7,0,0,No,no,0,0,10,Yes,0,NM,402-9304,Male,73,No,Yes,No,0,Yes,Two Year,Credit Card,64,4293,,,No
1869-MZCE,1,5,14,0,0,No,no,0,0,1,Yes,0,ME,402-5014,Male,48,No,No,No,0,No,Month-to-Month,Paper Check,16,16,,,No
6831-UXIO,4,7,14.2,0,0,No,no,0,1,4,Yes,0,FL,399-8846,Male,51,No,No,No,0,No,Month-to-Month,Direct Debit,40,143,,,No
4927-XZUB,12,24,48.1,0,0,No,no,0,1,8,Yes,0,IN,348-7224,Female,30,No,No,No,0,No,Month-to-Month,Direct Debit,47,562,,,No
5032-TUDU,26,70,232.1,0,0,No,no,0,2,0,No,0,WI,336-2190,Female,27,Yes,No,No,0,No,One Year,Credit Card,13,344,,,No
0682-MMME,25,106,325.4,75,340,Yes,yes,0,2,3,Yes,0,MA,376-4705,Male,47,No,No,No,0,No,Month-to-Month,Direct Debit,51,1279,,,No
7537-KYUQ,55,331,718.9,0,0,No,no,0,1,15,Yes,0,TX,348-8464,Male,34,No,No,No,0,Yes,Two Year,Direct Debit,69,3804,,,No
0341-NKBO,63,320,945.2,0,0,No,no,0,1,0,No,0,WY,366-1084,Female,27,Yes,No,No,0,No,Two Year,Credit Card,11,684,,,No
5980-EPXI,20,24,78.5,0,0,No,no,0,2,0,No,0,NV,368-5628,Male,60,No,No,No,0,No,One Year,Credit Card,13,246,,,No
4268-VPGG,21,69,170.2,0,0,No,no,0,1,6,Yes,0,AR,353-2557,Male,60,No,No,No,0,Yes,Month-to-Month,Direct Debit,45,965,,,No
3348-SKKJ,13,97,182.7,0,0,No,no,0,0,21,Yes,0,KS,354-6942,Male,23,Yes,No,No,0,No,Month-to-Month,Direct Debit,28,371,,,No
8720-IUCN,30,84,209,0,0,No,no,0,0,3,Yes,0,NY,377-9829,Female,59,No,No,No,0,No,One Year,Direct Debit,30,899,,,No
6571-RPID,11,72,165.5,22,125.4,Yes,yes,0,2,6,Yes,0,MI,348-4660,Female,41,No,No,No,0,No,Month-to-Month,Direct Debit,41,449,,,No
6069-HDMO,68,86,270.1,0,0,No,no,0,1,6,No,23,HI,333-4492,Male,72,No,Yes,No,0,Yes,Two Year,Credit Card,77,5182,,,No
7880-HEZC,59,174,475.4,0,0,No,no,0,1,16,Yes,0,PA,405-9573,Female,29,Yes,No,No,0,Yes,Month-to-Month,Direct Debit,39,2330,,,No
2189-XVGA,1,5,12,0,0,No,no,0,0,0,No,0,DE,346-5053,Male,31,No,No,No,0,No,Month-to-Month,Paper Check,7,7,,,No
0554-IEYJ,36,263,506,144,230.4,Yes,yes,0,2,0,No,0,AR,411-8956,Female,58,No,No,No,0,No,One Year,Direct Debit,10,359,,,No
6603-UQYP,13,79,203.5,0,0,No,no,0,0,0,No,0,SD,390-3761,Male,33,No,No,No,0,No,One Year,Direct Debit,9,110,,,No
6776-RURY,42,108,209.8,0,0,No,no,0,0,0,No,0,CT,377-3876,Male,42,No,No,No,0,No,Two Year,Direct Debit,17,706,,,No
8009-FNBF,6,30,66,0,0,No,no,0,0,13,No,4,CT,345-2476,Female,21,Yes,No,No,0,Yes,Two Year,Paper Check,26,146,,,No
4037-MYSY,72,98,288.3,0,0,No,no,0,2,7,Yes,0,MA,337-7879,Male,49,No,No,No,0,Yes,Two Year,Direct Debit,24,1740,,,No
4455-EHTG,6,11,36.5,0,0,No,no,0,1,5,Yes,0,AK,346-8863,Female,69,No,Yes,No,0,No,Two Year,Direct Debit,25,151,,,No
1220-GRMF,22,68,154,0,0,No,no,0,0,5,Yes,0,MN,340-8177,Female,53,No,No,No,0,Yes,One Year,Direct Debit,40,889,,,No
6973-FAEJ,44,250,484.9,0,0,No,no,0,0,6,No,55,SC,402-9173,Female,41,No,No,No,0,No,One Year,Direct Debit,21,936,,,No
7767-FDII,32,187,444.8,0,0,No,no,0,0,1,Yes,0,WY,394-8861,Male,83,No,Yes,No,0,Yes,Two Year,Direct Debit,52,1644,,,No
5683-DTIG,52,110,261,0,0,No,no,0,2,5,Yes,0,CA,358-4036,Male,55,No,No,No,0,Yes,Two Year,Credit Card,37,1923,,,Yes
4458-JTXU,31,229,496.1,0,0,No,no,0,2,3,Yes,0,KS,392-4680,Male,46,No,No,No,0,No,One Year,Direct Debit,31,958,,,No
7800-OJDY,49,305,687.1,0,0,No,no,0,1,0,Yes,0,OK,371-5811,Male,34,No,No,No,0,No,Month-to-Month,Credit Card,20,999,,,No
8480-PQGG,9,25,60,0,0,No,no,0,1,5,Yes,0,MA,411-6598,Male,71,No,Yes,No,0,Yes,Two Year,Credit Card,20,170,,,No
1185-OYLO,49,323,728.1,0,0,No,no,0,1,7,Yes,0,UT,355-9356,Male,22,Yes,No,No,0,No,Two Year,Credit Card,26,1239,,,No
5672-EZBA,72,325,795.6,0,0,No,no,0,2,14,Yes,0,MN,406-4720,Female,26,Yes,No,No,0,Yes,Two Year,Credit Card,40,2902,,,No
5296-KEGJ,52,58,207.9,0,0,No,no,0,1,6,Yes,0,KY,388-9464,Male,53,No,No,No,0,Yes,Month-to-Month,Credit Card,37,1912,,,No
9575-RJOI,71,353,987.6,0,0,No,no,0,2,7,Yes,0,IN,391-1499,Female,53,No,No,No,0,Yes,Two Year,Direct Debit,65,4599,,,No
0512-AFWB,1,2,4,0,0,No,no,0,1,5,No,6,CO,386-8690,Male,49,No,No,No,0,No,Month-to-Month,Direct Debit,36,36,,,No
8077-GHOM,55,317,720.1,0,0,No,no,0,2,5,Yes,0,UT,418-3181,Male,69,No,Yes,No,0,Yes,Two Year,Direct Debit,44,2452,,,No
6322-QQSN,70,127,421.3,0,0,No,no,0,2,1,Yes,0,DC,353-2763,Male,42,No,No,No,0,Yes,Two Year,Direct Debit,48,3383,,,No
2358-PDPV,40,118,360.2,0,0,No,no,0,0,6,Yes,0,OK,358-7165,Male,41,No,No,No,0,Yes,Month-to-Month,Credit Card,68,2706,,,No
1949-USEG,52,181,361.1,0,0,No,no,0,0,9,Yes,0,NE,338-9044,Male,43,No,No,No,0,No,One Year,Direct Debit,64,3310,,,No
8302-REXC,73,364,1089.5,0,0,No,no,0,0,1,Yes,0,SC,408-5601,Male,46,No,No,No,0,Yes,Two Year,Credit Card,39,2811,,,No
7678-JONZ,45,98,272.8,135,450,Yes,yes,0,1,0,No,0,GA,328-5188,Male,49,No,No,No,0,No,Two Year,Direct Debit,9,431,,,No
0836-JUGJ,40,171,395.9,0,0,No,no,0,1,0,No,0,KS,329-4474,Male,29,Yes,No,No,0,No,Two Year,Credit Card,16,622,,,No
7513-YGXP,12,57,118.9,0,0,No,no,0,1,2,Yes,0,PA,357-4573,Male,44,No,No,No,0,No,Month-to-Month,Direct Debit,33,394,,,No
8827-OIVO,9,27,78.8,0,0,No,no,0,1,3,Yes,0,UT,341-7112,Male,62,No,No,No,0,No,Month-to-Month,Direct Debit,43,377,,,No
9794-SSZD,54,116,217.9,270,540,Yes,yes,0,1,4,Yes,0,MN,374-9531,Female,31,No,No,No,0,Yes,One Year,Credit Card,36,1963,,,No
7644-SVJD,3,8,19.3,0,0,No,no,0,2,0,No,0,OH,380-4374,Male,32,No,No,No,0,No,Month-to-Month,Direct Debit,9,26,,,No
5005-LVSG,20,61,158.9,0,0,No,no,0,1,9,No,61,TX,380-9409,Male,44,No,No,No,0,No,One Year,Credit Card,23,450,,,No
9601-QTZN,51,342,763.4,0,0,No,no,0,0,0,Yes,0,NM,354-5764,Male,33,No,No,No,0,Yes,Month-to-Month,Direct Debit,44,2241,,,No
8623-BDJS,4,25,64.6,0,0,No,no,0,0,10,Yes,0,MI,387-6912,Female,28,Yes,No,No,0,No,Month-to-Month,Credit Card,43,174,,,No
6744-MTWZ,1,4,11,0,0,No,no,0,1,0,No,0,NC,384-3413,Female,29,Yes,No,No,0,No,Month-to-Month,Credit Card,10,10,,,No
0333-JKXT,12,51,108.6,0,0,No,no,0,0,1,Yes,0,KY,333-3010,Male,51,No,No,No,0,No,Month-to-Month,Credit Card,33,398,,,No
1834-YVMF,23,101,369.3,0,0,No,no,0,2,2,Yes,0,OR,353-3372,Male,48,No,No,No,0,No,One Year,Direct Debit,34,783,,,No
6461-PUKX,15,41,116.1,0,0,No,no,0,1,1,Yes,0,WV,376-9716,Female,76,No,Yes,No,0,No,Two Year,Direct Debit,30,438,,,No
5876-RKVY,58,202,461.5,0,0,No,no,0,0,4,Yes,0,SC,370-8676,Male,33,No,No,No,0,Yes,Two Year,Direct Debit,40,2288,,,No
5277-AXXO,3,18,41.6,0,0,No,no,0,2,18,Yes,0,CT,360-2329,Male,24,Yes,No,No,0,Yes,Month-to-Month,Direct Debit,35,105,,,No
8041-NXWL,3,18,48.7,0,0,No,no,0,0,6,Yes,0,WV,382-3512,Male,46,No,No,No,0,No,Month-to-Month,Credit Card,39,128,,,No
2181-YLOH,1,6,14,0,0,No,no,0,0,0,No,0,MT,406-8465,Male,58,No,No,No,0,No,Month-to-Month,Credit Card,13,13,,,No
0588-VBTO,25,80,269.7,0,0,No,no,0,0,8,Yes,0,UT,386-6114,Male,58,No,No,No,0,Yes,Month-to-Month,Direct Debit,55,1349,,,No
8004-RCEL,57,335,794.4,0,0,No,no,0,1,6,Yes,0,HI,413-9328,Male,83,No,Yes,No,0,Yes,One Year,Direct Debit,33,1868,,,No
9552-RQZR,73,168,513.4,0,0,No,no,0,2,0,No,0,KS,335-7144,Female,38,No,No,No,0,No,Two Year,Credit Card,9,673,,,No
5225-AOLI,70,108,349,0,0,No,no,0,1,0,No,0,NY,414-5177,Male,26,Yes,No,No,0,No,Two Year,Direct Debit,13,925,,,No
8602-CQVO,26,92,184.2,0,0,No,no,0,1,0,No,0,KS,385-2370,Female,54,No,No,No,0,No,One Year,Credit Card,14,365,,,No
7186-ABWT,35,44,138.3,0,0,No,no,0,2,3,Yes,0,IN,358-9146,Female,53,No,No,No,0,Yes,Two Year,Credit Card,72,2479,,,No
7006-DKNS,72,363,1006.1,0,0,No,no,0,0,37,No,5,VA,344-3145,Male,20,Yes,No,No,0,Yes,Two Year,Direct Debit,38,2765,,,No
4312-SNZQ,37,175,337.2,185,270.1,Yes,yes,0,2,10,Yes,0,MO,375-3341,Female,64,No,No,No,0,Yes,Two Year,Direct Debit,52,1965,,,No
3554-BINB,13,36,65.1,0,0,No,no,0,1,3,Yes,0,AL,418-3096,Male,38,No,No,No,0,No,Month-to-Month,Credit Card,20,265,,,No
7426-SLFM,61,303,911.5,0,0,No,no,0,0,6,Yes,0,VT,344-1362,Male,60,No,No,No,0,No,Two Year,Credit Card,21,1249,,,No
1828-ABBV,1,2,5,0,0,No,no,0,2,4,No,5,AZ,419-3937,Female,39,No,No,No,0,No,Month-to-Month,Direct Debit,15,15,,,No
4926-WKGV,19,134,305.3,0,0,No,no,0,1,2,Yes,0,VA,348-4961,Female,68,No,Yes,No,0,Yes,Month-to-Month,Credit Card,29,546,,,No
3924-FSUH,2,6,17.4,0,0,No,no,0,1,10,Yes,0,CO,332-9896,Male,19,Yes,No,No,0,No,Month-to-Month,Direct Debit,50,96,,,No
7390-PPJX,9,45,106.9,0,0,No,no,0,0,0,No,0,IL,373-9108,Male,35,No,No,No,0,No,Month-to-Month,Credit Card,9,79,,,No
8565-JMRB,27,98,325,0,0,No,no,0,0,1,Yes,0,WA,345-3947,Male,62,No,No,No,0,Yes,One Year,Direct Debit,33,886,,,No
9949-WDVY,23,91,271.9,0,0,No,no,0,1,0,No,0,OH,408-6305,Female,75,No,Yes,No,0,No,Two Year,Credit Card,8,173,,,No
1095-OQFE,11,63,159,0,0,No,no,0,1,0,No,0,OH,401-6977,Female,34,No,No,No,0,No,One Year,Credit Card,12,132,,,No
0721-MJCK,1,3,7,0,0,No,no,0,1,0,No,0,VA,385-1464,Male,40,No,No,No,0,No,Month-to-Month,Credit Card,8,8,,,No
8303-BIWQ,29,87,263.7,174,150.8,Yes,no,50.3,1,1,Yes,0,WV,362-5044,Female,46,No,No,No,0,No,One Year,Credit Card,27,778,,,No
6423-BGCS,45,216,407.6,180,531,Yes,no,106.2,1,8,Yes,0,LA,350-2075,Male,77,No,Yes,No,0,Yes,Two Year,Direct Debit,40,1818,,,No
7743-FHMR,67,501,999.3,134,817.4,Yes,no,163.5,2,0,No,0,ME,403-4442,Male,70,No,Yes,No,0,No,Two Year,Credit Card,10,647,,,No
0275-CTJV,5,34,75.1,10,50.5,Yes,no,12.6,1,0,No,0,CO,342-4004,Male,30,No,No,No,0,No,Month-to-Month,Credit Card,11,57,,,No
0147-ZLZT,2,8,22.9,14,5.8,Yes,no,2.9,0,0,No,0,LA,382-7659,Female,36,No,No,No,0,No,Month-to-Month,Credit Card,9,17,,,No
0790-OYWF,7,19,66.5,42,65.8,Yes,no,16.5,1,0,No,0,WV,367-9127,Female,63,No,No,No,0,No,Month-to-Month,Paper Check,13,87,,,No
1444-UPXI,19,58,94.9,133,148.2,Yes,no,29.6,0,0,No,0,WV,421-1484,Male,48,No,No,No,0,No,Two Year,Credit Card,10,196,,,No
7515-XBZS,68,327,954.4,0,0,No,no,0,2,7,Yes,0,KY,414-2663,Female,65,No,Yes,No,0,Yes,Two Year,Direct Debit,51,3452,,,No
9804-AROP,26,165,418.6,0,0,No,no,0,1,5,Yes,0,ME,405-5513,Female,72,No,Yes,No,0,No,Two Year,Direct Debit,45,1173,,,No
3292-VXEM,67,115,269.2,0,0,No,no,0,0,28,Yes,0,TX,345-9168,Male,33,No,No,No,0,Yes,One Year,Direct Debit,28,1904,,,No
8980-MABK,35,58,139.1,0,0,No,no,0,1,0,No,0,MN,417-5146,Male,20,Yes,No,No,0,No,One Year,Credit Card,11,387,,,No
0132-YVGO,67,338,875.5,0,0,No,no,0,2,5,Yes,0,VA,339-2792,Female,79,No,Yes,No,0,No,One Year,Direct Debit,40,2668,,,No
2949-LLJY,72,362,648.1,0,0,No,no,0,2,3,Yes,0,DC,345-8397,Male,73,No,Yes,No,0,Yes,Two Year,Credit Card,37,2685,,,No
7646-FHAI,47,100,330,0,0,No,no,0,2,8,Yes,0,MN,348-5728,Female,27,Yes,No,No,0,Yes,One Year,Direct Debit,30,1434,,,No
2868-XYKV,63,402,883.4,0,0,No,no,0,1,7,Yes,0,MI,357-5784,Female,67,No,Yes,No,0,Yes,One Year,Direct Debit,40,2528,,,No
8705-UDYY,2,9,22.3,0,0,No,no,0,1,12,Yes,0,AL,333-7225,Female,22,Yes,No,No,0,No,Month-to-Month,Direct Debit,18,33,,,No
4798-PWPP,37,223,590.2,0,0,No,no,0,0,3,Yes,0,MS,412-1470,Male,55,No,No,No,0,No,Month-to-Month,Paper Check,26,962,,,No
3870-IVUT,25,30,101.9,0,0,No,no,0,1,5,No,48,LA,371-3236,Male,36,No,No,No,0,Yes,One Year,Credit Card,24,603,,,No
9633-XEWF,24,147,338.5,0,0,No,no,0,2,9,Yes,0,DE,347-4626,Male,72,No,Yes,No,0,Yes,Two Year,Credit Card,15,369,,,No
7846-CLJE,38,167,304.7,0,0,No,no,0,2,7,Yes,0,CT,344-8498,Female,62,No,No,No,0,Yes,Month-to-Month,Direct Debit,38,1448,,,No
1243-JPVL,22,64,152.3,0,0,No,no,0,2,2,Yes,0,CO,349-3005,Female,64,No,No,No,0,No,Month-to-Month,Direct Debit,37,812,,,No
0193-UCEP,1,5,16,0,0,No,no,0,2,11,Yes,0,MA,371-3498,Male,33,No,No,No,0,No,Month-to-Month,Credit Card,19,19,,,No
2640-DBEN,10,61,164.2,0,0,No,no,0,1,11,Yes,0,OR,367-4853,Female,40,No,No,No,0,No,Month-to-Month,Paper Check,39,401,,,No
7432-UUYS,51,173,458.5,0,0,No,no,0,0,2,Yes,0,SC,403-8915,Male,61,No,No,No,0,No,One Year,Credit Card,51,2582,,,No
1933-NRKM,9,25,54.7,0,0,No,no,0,2,0,No,0,IN,371-2418,Female,67,No,Yes,No,0,No,Month-to-Month,Paper Check,13,115,,,No
2915-ORMA,6,19,48.3,0,0,No,no,0,2,12,Yes,0,MD,411-2977,Female,42,No,No,No,0,No,Month-to-Month,Credit Card,32,192,,,No
1131-ONIP,52,313,775.8,0,0,No,no,0,0,6,Yes,0,ND,351-1894,Female,43,No,No,No,0,Yes,Two Year,Direct Debit,31,1585,,,No
2243-VJKZ,71,182,706.9,0,0,No,no,0,0,6,Yes,0,CO,370-9592,Male,56,No,No,No,0,Yes,One Year,Direct Debit,43,3072,,,No
3409-TXEO,43,49,172.3,0,0,No,no,0,2,2,No,53,FL,395-6913,Male,36,No,No,No,0,Yes,Two Year,Credit Card,27,1175,,,No
1784-OLPR,2,10,19,0,0,No,no,0,0,30,Yes,0,MI,415-8200,Male,21,Yes,No,No,0,No,Month-to-Month,Paper Check,12,18,,,No
8598-CFRJ,51,238,660.5,0,0,No,no,0,2,2,Yes,0,MS,347-3895,Male,57,No,No,No,0,No,One Year,Credit Card,35,1784,,,No
8724-XHQR,8,38,97.5,0,0,No,no,0,2,0,No,0,AR,379-7192,Male,39,No,No,No,0,No,One Year,Paper Check,7,60,,,No
3986-TQJO,17,90,188.6,136,190.4,Yes,yes,0,0,2,Yes,0,NY,390-6932,Male,62,No,No,No,0,Yes,Month-to-Month,Direct Debit,48,827,,,No
9756-KQEX,68,263,616.4,0,0,No,no,0,0,20,No,45,WV,348-3777,Female,23,Yes,No,No,0,Yes,Two Year,Credit Card,47,3202,,,No
6556-OEBO,4,18,42.4,0,0,No,no,0,1,0,No,0,VA,363-4779,Female,50,No,No,No,0,No,One Year,Direct Debit,13,50,,,No
5846-GACF,38,71,189.8,0,0,No,no,0,1,19,Yes,0,MN,382-9297,Female,23,Yes,No,No,0,No,One Year,Credit Card,24,921,,,No
7584-KNBY,10,28,73.4,0,0,No,no,0,1,3,Yes,0,AL,330-9294,Male,58,No,No,No,0,Yes,Month-to-Month,Direct Debit,47,497,,,No
7597-KGXY,70,176,421.2,0,0,No,no,0,1,9,Yes,0,CO,362-8763,Female,45,No,No,No,0,Yes,Two Year,Credit Card,25,1752,,,No
0705-HLMK,18,105,263.3,0,0,No,no,0,1,0,No,0,AZ,334-1339,Female,34,No,No,No,0,No,One Year,Paper Check,10,170,,,No
1069-PLVC,54,287,698.3,0,0,No,no,0,3,5,Yes,0,MA,341-7412,Female,68,No,Yes,No,0,Yes,Month-to-Month,Credit Card,48,2593,,,No
1598-FUNK,57,356,680.7,0,0,No,no,0,0,3,Yes,0,AZ,375-4770,Female,46,No,No,No,0,No,Month-to-Month,Direct Debit,34,1935,,,No
0162-YMSU,9,36,109.9,0,0,No,no,0,1,8,Yes,0,WI,354-3545,Male,70,No,Yes,No,0,No,Two Year,Direct Debit,31,283,,,No
